stable_key	source_file	source_line	source_function	resolved_function	reuse_disposition	retail_status	retail_classification	retail_va_or_empty	retail_name_or_empty	generation32_grade	generation32_contract_state	evidence	delta_summary	falsifier
"[""thing.h"",201,""GetMotionController"",""*GetMotionController()""]"	thing.h	201	GetMotionController	CThing::GetMotionController	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetMotionController`.
"[""thing.h"",206,""GetRenderAnimation"",""GetRenderAnimation()""]"	thing.h	206	GetRenderAnimation	CThing::GetRenderAnimation	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetRenderAnimation`.
"[""thing.h"",209,""GetAIState"",""GetAIState()""]"	thing.h	209	GetAIState	CThing::GetAIState	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetAIState`.
"[""thing.h"",210,""SetAIState"",""SetAIState(EAIState inAIState)""]"	thing.h	210	SetAIState	CThing::SetAIState	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::SetAIState`.
"[""thing.h"",218,""AccumulateScore"",""AccumulateScore()""]"	thing.h	218	AccumulateScore	CThing::AccumulateScore	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::AccumulateScore`.
"[""thing.h"",220,""ResetThingCounter"",""ResetThingCounter()""]"	thing.h	220	ResetThingCounter	CThing::ResetThingCounter	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::ResetThingCounter`.
"[""thing.h"",221,""GetThingNumber"",""GetThingNumber()""]"	thing.h	221	GetThingNumber	CThing::GetThingNumber	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetThingNumber`.
"[""thing.h"",223,""SetVulnerable"",""SetVulnerable(BOOL val)""]"	thing.h	223	SetVulnerable	CThing::SetVulnerable	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::SetVulnerable`.
"[""thing.h"",224,""GetVulnerable"",""GetVulnerable()""]"	thing.h	224	GetVulnerable	CThing::GetVulnerable	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetVulnerable`.
"[""thing.h"",268,""GetRenderOrientation"",""GetRenderOrientation()""]"	thing.h	268	GetRenderOrientation	CComplexThing::GetRenderOrientation	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x004040d0	CComplexThing__CopyBlock34ToOut_004040d0	C1_CANDIDATE_PARTIAL	OPEN_DARK	reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv	Adjusted secondary this copies mOrientation	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",270,""SetThingType"",""SetThingType(ULONG t)""]"	thing.h	270	SetThingType	CComplexThing::SetThingType	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CComplexThing::SetThingType`.
"[""thing.h"",271,""GetRealAnimIndex"",""GetRealAnimIndex()""]"	thing.h	271	GetRealAnimIndex	CComplexThing::GetRealAnimIndex	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x004014d0	CComplexThing__ReturnField64Offset10OrMinusOne_004014d0	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv	Adjusted this reads mAnimation and returns its animation index or -1 exactly as source	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",272,""GetSoundOrientation"",""GetSoundOrientation()""]"	thing.h	272	GetSoundOrientation	CComplexThing::GetSoundOrientation	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x0043ea20	CComplexThing__GetRenderOrientation	C1_CANDIDATE_PARTIAL	OPEN_DARK	reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv	Both source methods copy mOrientation and share one primary-this body	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",273,""GetOrientation"",""& GetOrientation()""]"	thing.h	273	GetOrientation	CComplexThing::GetOrientation	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CComplexThing::GetOrientation`.
"[""thing.h"",274,""IsObjective"",""IsObjective()""]"	thing.h	274	IsObjective	CComplexThing::IsObjective	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x004014e0	CComplexThing__IsObjectiveFlagSet	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv	Tests TF_MARKED_OBJECTIVE and canonicalizes the Boolean result	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",275,""GetOldOrientation"",""GetOldOrientation()""]"	thing.h	275	GetOldOrientation	CComplexThing::GetOldOrientation	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x0043ea20	CComplexThing__GetRenderOrientation	C1_CANDIDATE_PARTIAL	OPEN_DARK	reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv	Both source methods copy mOrientation and share one primary-this body	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",276,""GetMotionController"",""*GetMotionController()""]"	thing.h	276	GetMotionController	CComplexThing::GetMotionController	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CComplexThing::GetMotionController`.
"[""thing.h"",277,""GetRenderAnimation"",""GetRenderAnimation()""]"	thing.h	277	GetRenderAnimation	CComplexThing::GetRenderAnimation	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CComplexThing::GetRenderAnimation`.
"[""thing.h"",278,""GetName"",""* GetName()""]"	thing.h	278	GetName	CComplexThing::GetName	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x00401510	CComplexThing__ReturnField78_00401510	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv	Returns the mName field exactly as source	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",280,""GetMissionScript"",""* GetMissionScript()""]"	thing.h	280	GetMissionScript	CComplexThing::GetMissionScript	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CComplexThing::GetMissionScript`.
"[""thing.h"",293,""GoToPoint"",""GoToPoint(FVector  point, BOOL inOverride=FALSE)""]"	thing.h	293	GoToPoint	CComplexThing::GoToPoint	EXTENDED	SOURCE_AGREES	SOURCE_EXACT	0x00401520	CComplexThing__NoOpFiveArgs_00401520	C1_CANDIDATE_PARTIAL	OPEN_DARK	reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv	Empty FVector-plus-override virtual matches the five-stack-argument ABI	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.
"[""thing.h"",296,""Stop"",""Stop()""]"	thing.h	296	Stop	CComplexThing::Stop	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CComplexThing::Stop`.
"[""thing.h"",297,""GetContainedInside"",""* GetContainedInside()""]"	thing.h	297	GetContainedInside	CComplexThing::GetContainedInside	EXTENDED	SOURCE_ONLY	NO_MATCH_FOUND					reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CComplexThing::GetContainedInside`.
