stable_key	source_file	source_line	function	signature	source_commit	target_branch	source_anchor	source_excerpt	source_algorithm	fields_constants	source_side_effects	initial_readiness	retail_classification	retail_va	retail_analog	retail_evidence	retail_reason	retail_falsifier	rebuild_disposition	rebuild_owner	reuse_disposition	predecessor_artifacts
engine.h:142:CEngine::GetCurrentViewportWidth:GetCurrentViewportWidth()	engine.h	142	CEngine::GetCurrentViewportWidth	GetCurrentViewportWidth()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"int					GetCurrentViewportWidth()	{ return mCurrentViewport.Width; };"	"int					GetCurrentViewportWidth()	{ return mCurrentViewport.Width; };"	Return the source expression `mCurrentViewport.Width`.	mCurrentViewport	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:143:CEngine::GetCurrentViewportHeight:GetCurrentViewportHeight()	engine.h	143	CEngine::GetCurrentViewportHeight	GetCurrentViewportHeight()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"int					GetCurrentViewportHeight()	{ return mCurrentViewport.Height; };"	"int					GetCurrentViewportHeight()	{ return mCurrentViewport.Height; };"	Return the source expression `mCurrentViewport.Height`.	mCurrentViewport	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:144:CEngine::GetCurrentViewportX:GetCurrentViewportX()	engine.h	144	CEngine::GetCurrentViewportX	GetCurrentViewportX()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"int					GetCurrentViewportX()		{ return mCurrentViewport.X; };"	"int					GetCurrentViewportX()		{ return mCurrentViewport.X; };"	Return the source expression `mCurrentViewport.X`.	mCurrentViewport	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:145:CEngine::GetCurrentViewportY:GetCurrentViewportY()	engine.h	145	CEngine::GetCurrentViewportY	GetCurrentViewportY()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"int					GetCurrentViewportY()		{ return mCurrentViewport.Y; };"	"int					GetCurrentViewportY()		{ return mCurrentViewport.Y; };"	Return the source expression `mCurrentViewport.Y`.	mCurrentViewport	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:147:CEngine::GetCameraForViewpoint:*GetCameraForViewpoint(int n)	engine.h	147	CEngine::GetCameraForViewpoint	*GetCameraForViewpoint(int n)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"CCamera				*GetCameraForViewpoint(int n) { return mCamera[n]; }"	"CCamera				*GetCameraForViewpoint(int n) { return mCamera[n]; }"	Return the source expression `mCamera[n]`.	mCamera	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:148:CEngine::GetPlayerForViewpoint:*GetPlayerForViewpoint(int n)	engine.h	148	CEngine::GetPlayerForViewpoint	*GetPlayerForViewpoint(int n)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"CPlayer				*GetPlayerForViewpoint(int n) { return mPlayer[n]; }"	"CPlayer				*GetPlayerForViewpoint(int n) { return mPlayer[n]; }"	Return the source expression `mPlayer[n]`.	mPlayer	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:149:CEngine::GetViewportForViewpoint:*GetViewportForViewpoint(int n)	engine.h	149	CEngine::GetViewportForViewpoint	*GetViewportForViewpoint(int n)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"CViewport			*GetViewportForViewpoint(int n) { return &mViewport[n]; }"	"CViewport			*GetViewportForViewpoint(int n) { return &mViewport[n]; }"	Return the source expression `&mViewport[n]`.	mViewport	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:150:CEngine::GetNumViewpoints:GetNumViewpoints()	engine.h	150	CEngine::GetNumViewpoints	GetNumViewpoints()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"int					GetNumViewpoints() { return mViewpoints; }"	"int					GetNumViewpoints() { return mViewpoints; }"	Return the source expression `mViewpoints`.	mViewpoints	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:158:CEngine::GetHitEffectFactorR:GetHitEffectFactorR()	engine.h	158	CEngine::GetHitEffectFactorR	GetHitEffectFactorR()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"int					GetHitEffectFactorR() { return mHitEffectFactorR; };"	"int					GetHitEffectFactorR() { return mHitEffectFactorR; };"	Return the source expression `mHitEffectFactorR`.	mHitEffectFactorR	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PORT_CANDIDATE	rebuild/OnslaughtRebuild.Core or rebuild/OnslaughtRebuild.Godot by side-effect boundary	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:159:CEngine::GetHitEffectFactorG:GetHitEffectFactorG()	engine.h	159	CEngine::GetHitEffectFactorG	GetHitEffectFactorG()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"int					GetHitEffectFactorG() { return mHitEffectFactorG; };"	"int					GetHitEffectFactorG() { return mHitEffectFactorG; };"	Return the source expression `mHitEffectFactorG`.	mHitEffectFactorG	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PORT_CANDIDATE	rebuild/OnslaughtRebuild.Core or rebuild/OnslaughtRebuild.Godot by side-effect boundary	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
